eco,name,eco_group,moves,is_tracked_core,is_long_tail,model_tier
B74,"Sicilian Defense: Dragon Variation, Classical Variation, Alekhine Line",B,"e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g7g6,b1c3,f8g7,c1e3,g8f6,f1e2,e8g8,e1g1,d7d6,d4b3,a7a5",False,False,3
B75,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Belezky Line",B,"e2e4,c7c5,g1f3,d7d6,d2d4,c5d4,f3d4,g8f6,b1c3,g7g6,c1e3,f8g7,f2f3,b8c6",False,False,3
B76,"Sicilian Defense: Dragon Variation, Yugoslav Attack",B,"e2e4,c7c5,g1f3,d7d6,d2d4,c5d4,f3d4,g8f6,b1c3,g7g6,c1e3,f8g7,f2f3,e8g8",False,False,3
B77,"Sicilian Defense: Dragon Variation, Yugoslav Attack",B,"e2e4,c7c5,g1f3,d7d6,d2d4,c5d4,f3d4,g8f6,b1c3,g7g6,c1e3,f8g7,f2f3,e8g8,d1d2,b8c6,f1c4,c8d7",False,False,3
B78,"Sicilian Defense: Dragon Variation, Yugoslav Attack",B,"e2e4,c7c5,g1f3,d7d6,d2d4,c5d4,f3d4,g8f6,b1c3,g7g6,c1e3,f8g7,f2f3,e8g8,d1d2,b8c6,f1c4,c8d7,e1c1",False,False,3
B79,"Sicilian Defense: Dragon Variation, Yugoslav Attack",B,"e2e4,c7c5,g1f3,d7d6,d2d4,c5d4,f3d4,g8f6,b1c3,g7g6,c1e3,f8g7,f2f3,e8g8,d1d2,b8c6,f1c4,c8d7,h2h4,d8a5,e1c1,f8c8,c4b3",False,False,3
B80,Sicilian Defense: Scheveningen Variation,B,"e2e4,c7c5,g1f3,e7e6,d2d4,c5d4,f3d4,g8f6,b1c3,d7d6",False,False,3
B81,"Sicilian Defense: Scheveningen Variation, Keres Attack",B,"e2e4,c7c5,g1f3,e7e6,d2d4,c5d4,f3d4,g8f6,b1c3,d7d6,g2g4",False,False,3
B82,"Sicilian Defense: Scheveningen Variation, Matanovic Attack",B,"e2e4,c7c5,g1f3,e7e6,d2d4,c5d4,f3d4,g8f6,b1c3,d7d6,f2f4",False,False,3
B83,"Sicilian Defense: Scheveningen Variation, Classical Variation",B,"e2e4,c7c5,g1f3,e7e6,d2d4,c5d4,f3d4,g8f6,b1c3,d7d6,f1e2",False,False,3
B84,"Sicilian Defense: Najdorf Variation, Scheveningen Variation",B,"e2e4,c7c5,g1f3,d7d6,d2d4,c5d4,f3d4,g8f6,b1c3,a7a6,f1e2,e7e6,e1g1,b8d7",False,False,3
B85,"Sicilian Defense: Scheveningen Variation, Classical Main Line",B,"e2e4,c7c5,g1f3,e7e6,d2d4,c5d4,f3d4,b8c6,b1c3,d8c7,f1e2,a7a6,e1g1,g8f6,c1e3,f8e7,f2f4,d7d6,d1e1,e8g8",False,False,3
B86,Sicilian Defense: Sozin Attack,B,"e2e4,c7c5,g1f3,e7e6,d2d4,c5d4,f3d4,g8f6,b1c3,d7d6,f1c4",False,False,3
B87,"Sicilian Defense: Sozin Attack, Flank Variation",B,"e2e4,c7c5,g1f3,d7d6,d2d4,c5d4,f3d4,g8f6,b1c3,a7a6,f1c4,e7e6,c4b3,b7b5",False,False,3
B88,"Sicilian Defense: Sozin Attack, Fischer Variation",B,"e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,d7d6,f1c4,e7e6,c4b3,f8e7,c1e3,e8g8,f2f4",False,False,3
B89,"Sicilian Defense: Sozin Attack, Main Line",B,"e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,d7d6,f1c4,e7e6,c1e3",False,False,3
B90,Sicilian Defense: Najdorf Variation,B,"e2e4,c7c5,g1f3,d7d6,d2d4,c5d4,f3d4,g8f6,b1c3,a7a6",False,False,3
B91,"Sicilian Defense: Najdorf Variation, Zagreb Variation",B,"e2e4,c7c5,g1f3,d7d6,d2d4,c5d4,f3d4,g8f6,b1c3,a7a6,g2g3",False,False,3
B92,"Sicilian Defense: Najdorf Variation, Opocensky Variation",B,"e2e4,c7c5,g1f3,d7d6,d2d4,c5d4,f3d4,g8f6,b1c3,a7a6,f1e2",False,False,3
B93,"Sicilian Defense: Najdorf Variation, Amsterdam Variation",B,"e2e4,c7c5,g1f3,d7d6,d2d4,c5d4,f3d4,g8f6,b1c3,a7a6,f2f4",False,False,3
B94,Sicilian Defense: Najdorf Variation,B,"e2e4,c7c5,g1f3,d7d6,d2d4,c5d4,f3d4,g8f6,b1c3,a7a6,c1g5",False,False,3
B95,Sicilian Defense: Najdorf Variation,B,"e2e4,c7c5,g1f3,d7d6,d2d4,c5d4,f3d4,g8f6,b1c3,a7a6,c1g5,e7e6",False,False,3
B96,Sicilian Defense: Najdorf Variation,B,"e2e4,c7c5,g1f3,d7d6,d2d4,c5d4,f3d4,g8f6,b1c3,a7a6,c1g5,e7e6,f2f4",False,False,3
B97,"Sicilian Defense: Najdorf Variation, Poisoned Pawn Accepted",B,"e2e4,c7c5,g1f3,d7d6,d2d4,c5d4,f3d4,g8f6,b1c3,a7a6,c1g5,e7e6,f2f4,d8b6,d1d2,b6b2,a1b1,b2a3",False,False,3
B98,Sicilian Defense: Najdorf Variation,B,"e2e4,c7c5,g1f3,d7d6,d2d4,c5d4,f3d4,g8f6,b1c3,a7a6,c1g5,e7e6,f2f4,f8e7",False,False,3
B99,"Sicilian Defense: Najdorf Variation, Main Line",B,"e2e4,c7c5,g1f3,d7d6,d2d4,c5d4,f3d4,g8f6,b1c3,a7a6,c1g5,e7e6,f2f4,f8e7,d1f3,d8c7,e1c1,b8d7",False,False,3
C01,French Defense: Exchange Variation,C,"e2e4,e7e6,d2d4,d7d5,e4d5",False,False,3
C02,French Defense: Advance Variation,C,"e2e4,e7e6,d2d4,d7d5,e4e5",False,False,3
C03,French Defense: Tarrasch Variation,C,"e2e4,e7e6,d2d4,d7d5,b1d2",False,False,3
C04,"French Defense: Tarrasch Variation, Guimard Defense, Main Line",C,"e2e4,e7e6,d2d4,d7d5,b1d2,b8c6,g1f3,g8f6",False,False,3
C05,"French Defense: Tarrasch Variation, Botvinnik Variation",C,"e2e4,e7e6,d2d4,d7d5,b1d2,g8f6,e4e5,f6d7,f1d3,c7c5,c2c3,b7b6",False,False,3
C06,"French Defense: Tarrasch Variation, Closed Variation, Main Line",C,"e2e4,e7e6,d2d4,d7d5,b1d2,g8f6,e4e5,f6d7,f1d3,c7c5,c2c3,b8c6,g1e2,c5d4,c3d4",False,False,3
C07,"French Defense: Tarrasch Variation, Chistyakov Defense",C,"e2e4,e7e6,d2d4,d7d5,b1d2,c7c5,e4d5,d8d5",False,False,3
C08,"French Defense: Tarrasch Variation, Open System",C,"e2e4,e7e6,d2d4,d7d5,b1d2,c7c5,e4d5,e6d5",False,False,3
C09,"French Defense: Tarrasch Variation, Open System, Main Line",C,"e2e4,e7e6,d2d4,d7d5,b1d2,c7c5,e4d5,e6d5,g1f3,b8c6",False,False,3
C10,French Defense: Hecht-Reefschläger Variation,C,"e2e4,e7e6,d2d4,d7d5,b1c3,b8c6",False,False,3
C11,French Defense: Classical Variation,C,"e2e4,e7e6,d2d4,d7d5,b1c3,g8f6",False,False,3
C12,French Defense: McCutcheon Variation,C,"e2e4,e7e6,d2d4,d7d5,b1c3,g8f6,c1g5,f8b4",False,False,3
C13,French Defense: Alekhine-Chatard Attack,C,"e2e4,e7e6,d2d4,d7d5,b1c3,g8f6,c1g5,f8e7,e4e5,f6d7,h2h4",False,False,3
C14,French Defense: Classical Variation,C,"e2e4,e7e6,d2d4,d7d5,b1c3,a7a6,g1f3,g8f6,e4e5,f6d7,c1g5",False,False,3
C15,"French Defense: McCutcheon Variation, Wolf Gambit",C,"e2e4,e7e6,d2d4,d7d5,b1c3,f8b4,g1e2,g8f6,c1g5",False,False,3
C16,"French Defense: Winawer Variation, Advance Variation",C,"e2e4,e7e6,d2d4,d7d5,b1c3,f8b4,e4e5",False,False,3
C17,"French Defense: Winawer Variation, Advance Variation",C,"e2e4,e7e6,d2d4,d7d5,b1c3,f8b4,e4e5,c7c5",False,False,3
C18,"French Defense: Winawer Variation, Advance Variation",C,"e2e4,e7e6,d2d4,d7d5,b1c3,f8b4,e4e5,c7c5,a2a3,b4c3,b2c3",False,False,3
C19,"French Defense: Winawer Variation, Advance Variation, Smyslov Variation",C,"e2e4,e7e6,d2d4,d7d5,b1c3,f8b4,e4e5,g8e7,a2a3,b4c3,b2c3,c7c5,a3a4",False,False,3
C21,Center Game,C,"e2e4,e7e5,d2d4,e5d4,d1d4",False,False,3
C22,Center Game: Berger Variation,C,"e2e4,e7e5,d2d4,e5d4,d1d4,b8c6,d4e3,g8f6",False,False,3
C23,Bishop's Opening,C,"e2e4,e7e5,f1c4",False,False,3
C24,Bishop's Opening: Berlin Defense,C,"e2e4,e7e5,f1c4,g8f6",False,False,3
C25,"Vienna Gambit, with Max Lange Defense",C,"e2e4,e7e5,b1c3,b8c6,f2f4",False,False,3
C26,Bishop's Opening: Horwitz Gambit,C,"e2e4,e7e5,f1c4,g8f6,b1c3,b7b5",False,False,3
C27,Bishop's Opening: Boden-Kieseritzky Gambit,C,"e2e4,e7e5,g1f3,g8f6,f1c4,f6e4,b1c3",False,False,3
C28,"Bishop's Opening: Vienna Hybrid, Hromádka Variation",C,"e2e4,e7e5,b1c3,b8c6,f1c4,g8f6,d2d3,f8b4,g1e2",False,False,3
C29,Vienna Game: Heyde Variation,C,"e2e4,e7e5,b1c3,g8f6,f2f4,d7d5,f4e5,f6e4,d1f3,f7f5,d2d4",False,False,3
C30,King's Gambit,C,"e2e4,e7e5,f2f4",False,False,3
C31,King's Gambit Declined: Falkbeer Countergambit,C,"e2e4,e7e5,f2f4,d7d5",False,False,3
C32,"King's Gambit Declined: Falkbeer Countergambit, Alapin Variation",C,"e2e4,e7e5,f2f4,d7d5,e4d5,e5e4,d2d3,g8f6,d3e4,f6e4,g1f3,f8c5,d1e2,c5f2,e1d1,d8d5,f3d2",False,False,3
C33,King's Gambit Accepted,C,"e2e4,e7e5,f2f4,e5f4",False,False,3
C34,King's Gambit Accepted: Becker Defense,C,"e2e4,e7e5,f2f4,e5f4,g1f3,h7h6",False,False,3
C35,King's Gambit Accepted: Cunningham Defense,C,"e2e4,e7e5,f2f4,e5f4,g1f3,f8e7",False,False,3
C36,King's Gambit Accepted: Abbazia Defense,C,"e2e4,e7e5,f2f4,e5f4,g1f3,d7d5,e4d5,g8f6",False,False,3
C37,King's Gambit Accepted: Australian Gambit,C,"e2e4,e7e5,f2f4,e5f4,g1f3,g7g5,f1c4,g5g4,h2h4",False,False,3
C38,King's Gambit Accepted: Greco Gambit,C,"e2e4,e7e5,f2f4,e5f4,g1f3,g7g5,f1c4,f8g7,h2h4,h7h6,d2d4,d7d6,b1c3,c7c6,h4g5,h6g5,h1h8,g7h8,f3e5",False,False,3
C39,King's Gambit Accepted: Allgaier Gambit,C,"e2e4,e7e5,f2f4,e5f4,g1f3,g7g5,h2h4,g5g4,f3g5",False,False,3
C40,Elephant Gambit,C,"e2e4,e7e5,g1f3,d7d5",False,False,3
C42,Petrov's Defense,C,"e2e4,e7e5,g1f3,g8f6",False,False,3
C43,Bishop's Opening: Urusov Gambit,C,"e2e4,e7e5,f1c4,g8f6,d2d4,e5d4,g1f3",False,False,3
C45,Scotch Game,C,"e2e4,e7e5,g1f3,b8c6,d2d4,e5d4,f3d4",False,False,3
C46,Three Knights Opening,C,"e2e4,e7e5,g1f3,b8c6,b1c3",False,False,3
C47,Four Knights Game,C,"e2e4,e7e5,g1f3,b8c6,b1c3,g8f6",False,False,3
C48,Four Knights Game: Spanish Variation,C,"e2e4,e7e5,g1f3,b8c6,b1c3,g8f6,f1b5",False,False,3
C49,Four Knights Game: Spanish Variation,C,"e2e4,e7e5,g1f3,b8c6,b1c3,g8f6,f1b5,f8b4,e1g1,e8g8,d2d3,b4c3",False,False,3
C51,Italian Game: Evans Gambit,C,"e2e4,e7e5,g1f3,b8c6,f1c4,f8c5,b2b4",False,False,3
C52,Italian Game: Evans Gambit,C,"e2e4,e7e5,g1f3,b8c6,f1c4,f8c5,b2b4,c5b4,c2c3,b4a5,e1g1,d7d6",False,False,3
C53,Italian Game: Bird's Attack,C,"e2e4,e7e5,g1f3,b8c6,f1c4,f8c5,c2c3,g8f6,b2b4",False,False,3
C54,Italian Game: Classical Variation,C,"e2e4,e7e5,g1f3,b8c6,f1c4,f8c5,c2c3,g8f6",False,False,3
C55,Italian Game: Two Knights Defense,C,"e2e4,e7e5,g1f3,b8c6,f1c4,g8f6",False,False,3
C56,Italian Game: Scotch Gambit,C,"e2e4,e7e5,g1f3,b8c6,f1c4,g8f6,d2d4,e5d4,e1g1",False,False,3
C57,"Italian Game: Two Knights Defense, Fegatello Attack, Leonhardt Variation",C,"e2e4,e7e5,g1f3,b8c6,f1c4,g8f6,f3g5,d7d5,e4d5,f6d5,g5f7,e8f7,d1f3,f7e6,b1c3,c6b4,f3e4,c7c6,a2a3,b4a6,d2d4,a6c7",False,False,3
C58,Italian Game: Two Knights Defense,C,"e2e4,e7e5,g1f3,b8c6,f1c4,g8f6,f3g5,d7d5,e4d5,c6a5,c4b5,c7c6,d5c6,b7c6,b5e2",False,False,3
C59,"Italian Game: Two Knights Defense, Knorre Variation",C,"e2e4,e7e5,g1f3,b8c6,f1c4,g8f6,f3g5,d7d5,e4d5,c6a5,c4b5,c7c6,d5c6,b7c6,b5e2,h7h6,g5f3,e5e4,f3e5,f8d6,d2d4,d8c7,c1d2",False,False,3
C61,Ruy Lopez: Bird Variation,C,"e2e4,e7e5,g1f3,b8c6,f1b5,c6d4",False,False,3
C62,Ruy Lopez: Steinitz Defense,C,"e2e4,e7e5,g1f3,b8c6,f1b5,d7d6",False,False,3
C63,Ruy Lopez: Schliemann Defense,C,"e2e4,e7e5,g1f3,b8c6,f1b5,f7f5",False,False,3
C64,"Ruy Lopez: Classical Defense, Benelux Variation",C,"e2e4,e7e5,g1f3,b8c6,f1b5,g8f6,e1g1,f8c5,c2c3,e8g8,d2d4,c5b6",False,False,3
C65,Ruy Lopez: Berlin Defense,C,"e2e4,e7e5,g1f3,b8c6,f1b5,g8f6",False,False,3
C66,"Ruy Lopez: Berlin Defense, Closed Bernstein Variation",C,"e2e4,e7e5,g1f3,b8c6,f1b5,g8f6,e1g1,d7d6,d2d4,c8d7,b1c3,f8e7,c1g5",False,False,3
C67,"Ruy Lopez: Berlin Defense, Berlin Wall",C,"e2e4,e7e5,g1f3,b8c6,f1b5,g8f6,e1g1,f6e4,d2d4,e4d6,b5c6,d7c6,d4e5,d6f5,d1d8,e8d8,b1c3,c8d7",False,False,3
C68,Ruy Lopez: Exchange Variation,C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5c6",False,False,3
C69,"Ruy Lopez: Exchange Variation, Alapin Gambit",C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5c6,d7c6,e1g1,c8g4,h2h3,h7h5",False,False,3
C70,Ruy Lopez: Bird's Defense Deferred,C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,c6d4",False,False,3
C71,"Ruy Lopez: Morphy Defense, Modern Steinitz Defense",C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,d7d6",False,False,3
C72,"Ruy Lopez: Closed, Kecskemet Variation",C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,d7d6,e1g1,c8d7,c2c3,g8f6,d2d4,f8e7,b1d2,e8g8,f1e1,d7e8",False,False,3
C73,"Ruy Lopez: Morphy Defense, Modern Steinitz Defense",C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,d7d6,a4c6,b7c6,d2d4",False,False,3
C74,"Ruy Lopez: Morphy Defense, Modern Steinitz Defense",C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,d7d6,c2c3",False,False,3
C75,"Ruy Lopez: Morphy Defense, Modern Steinitz Defense",C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,d7d6,c2c3,c8d7",False,False,3
C76,"Ruy Lopez: Morphy Defense, Modern Steinitz Defense, Fianchetto Variation",C,"e2e4,e7e5,g1f3,b8c6,f1b5,g7g6,c2c3,a7a6,b5a4,d7d6,d2d4,c8d7",False,False,3
C77,"Ruy Lopez: Morphy Defense, Anderssen Variation",C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,g8f6,d2d3",False,False,3
C78,Ruy Lopez: Brix Variation,C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,g8f6,e1g1,g7g6",False,False,3
C79,"Ruy Lopez: Morphy Defense, Steinitz Deferred",C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,g8f6,e1g1,d7d6",False,False,3
C80,"Ruy Lopez: Morphy Defense, Tartakower Variation",C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,g8f6,e1g1,f6e4,d1e2",False,False,3
C81,"Ruy Lopez: Open, Howell Attack",C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,g8f6,e1g1,f6e4,d2d4,b7b5,a4b3,d7d5,d4e5,c8e6,d1e2",False,False,3
C82,Ruy Lopez: Open,C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,g8f6,e1g1,f6e4,d2d4,b7b5,a4b3,d7d5,d4e5,c8e6,c2c3",False,False,3
C83,"Ruy Lopez: Open, Breslau Variation",C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,g8f6,e1g1,f6e4,d2d4,b7b5,a4b3,d7d5,d4e5,c8e6,c2c3,f8e7,f1e1,e8g8,f3d4,c6e5",False,False,3
C84,Ruy Lopez: Closed,C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,g8f6,e1g1,f8e7",False,False,3
C85,"Ruy Lopez: Closed, Delayed Exchange",C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,g8f6,e1g1,f8e7,a4c6",False,False,3
C86,"Ruy Lopez: Closed, Worrall Attack",C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,g8f6,e1g1,f8e7,d1e2",False,False,3
C87,"Ruy Lopez: Closed, Averbakh Variation",C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,g8f6,e1g1,f8e7,f1e1,d7d6",False,False,3
C88,Ruy Lopez: Closed,C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,g8f6,e1g1,f8e7,f1e1,b7b5,a4b3",False,False,3
C89,Ruy Lopez: Marshall Attack,C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,g8f6,e1g1,f8e7,f1e1,b7b5,a4b3,e8g8,c2c3,d7d5",False,False,3
C90,Ruy Lopez: Closed,C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,g8f6,e1g1,f8e7,f1e1,b7b5,a4b3,d7d6,c2c3,e8g8",False,False,3
C91,"Ruy Lopez: Closed, Bogoljubow Variation",C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,g8f6,e1g1,f8e7,f1e1,b7b5,a4b3,d7d6,c2c3,e8g8,d2d4,c8g4",False,False,3
C92,Ruy Lopez: Closed,C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,g8f6,e1g1,f8e7,f1e1,b7b5,a4b3,d7d6,c2c3,e8g8,h2h3",False,False,3
C93,"Ruy Lopez: Closed, Smyslov Defense",C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,g8f6,e1g1,f8e7,f1e1,b7b5,a4b3,d7d6,c2c3,e8g8,h2h3,h7h6",False,False,3
C94,"Ruy Lopez: Closed, Breyer Defense",C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,g8f6,e1g1,f8e7,f1e1,b7b5,a4b3,d7d6,c2c3,e8g8,h2h3,c6b8",False,False,3
C95,"Ruy Lopez: Closed, Breyer",C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,g8f6,e1g1,f8e7,f1e1,b7b5,a4b3,d7d6,c2c3,e8g8,h2h3,c6b8,d2d4",False,False,3
C96,"Ruy Lopez: Closed, Borisenko Variation",C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,g8f6,e1g1,f8e7,f1e1,b7b5,a4b3,d7d6,c2c3,e8g8,h2h3,c6a5,b3c2,c7c5,d2d4,a5c6",False,False,3
C97,"Ruy Lopez: Closed, Chigorin Defense",C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,g8f6,e1g1,f8e7,f1e1,b7b5,a4b3,d7d6,c2c3,e8g8,h2h3,c6a5",False,False,3
C98,"Ruy Lopez: Closed, Chigorin Defense",C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,g8f6,e1g1,f8e7,f1e1,b7b5,a4b3,d7d6,c2c3,e8g8,h2h3,c6a5,b3c2,c7c5,d2d4,d8c7,b1d2,a5c6",False,False,3
C99,"Ruy Lopez: Closed, Chigorin Defense, Panov System",C,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,g8f6,e1g1,f8e7,f1e1,b7b5,a4b3,d7d6,c2c3,e8g8,h2h3,c6a5,b3c2,c7c5,d2d4,d8c7,b1d2,c5d4,c3d4",False,False,3
D01,Rapport-Jobava System,D,"d2d4,d7d5,b1c3,g8f6,c1f4",False,False,3
D02,London System: Poisoned Pawn Variation,D,"d2d4,g8f6,g1f3,d7d5,c1f4,c7c5,e2e3,d8b6,b1c3",False,False,3
D03,Queen's Pawn Game: Torre Attack,D,"d2d4,d7d5,g1f3,g8f6,c1g5",False,False,3
D04,Queen's Pawn Game: Colle System,D,"d2d4,d7d5,g1f3,g8f6,e2e3",False,False,3
D05,Queen's Pawn Game: Colle System,D,"d2d4,d7d5,g1f3,g8f6,e2e3,e7e6",False,False,3
D07,Queen's Gambit Declined: Chigorin Defense,D,"d2d4,d7d5,c2c4,b8c6",False,False,3
D08,Queen's Gambit Declined: Albin Countergambit,D,"d2d4,d7d5,c2c4,e7e5",False,False,3
D09,"Queen's Gambit Declined: Albin Countergambit, Fianchetto Variation",D,"d2d4,d7d5,c2c4,e7e5,d4e5,d5d4,g1f3,b8c6,g2g3",False,False,3
D10,Slav Defense,D,"d2d4,d7d5,c2c4,c7c6",False,False,3
D11,Slav Defense: Bonet Gambit,D,"d2d4,d7d5,c2c4,c7c6,g1f3,g8f6,c1g5",False,False,3
D12,"Slav Defense: Quiet Variation, Amsterdam Variation",D,"d2d4,d7d5,c2c4,c7c6,g1f3,g8f6,e2e3,c8f5,c4d5,c6d5,b1c3,e7e6,f3e5,f6d7",False,False,3
D13,Slav Defense: Exchange Variation,D,"d2d4,d7d5,c2c4,c7c6,g1f3,g8f6,c4d5,c6d5",False,False,3
D14,"Slav Defense: Exchange Variation, Symmetrical Line",D,"d2d4,d7d5,c2c4,c7c6,c4d5,c6d5,b1c3,g8f6,g1f3,b8c6,c1f4,c8f5",False,False,3
D15,Slav Defense: Alekhine Variation,D,"d2d4,d7d5,c2c4,c7c6,g1f3,g8f6,b1c3,d5c4,e2e3",False,False,3
D16,Slav Defense: Alapin Variation,D,"d2d4,d7d5,c2c4,c7c6,g1f3,g8f6,b1c3,d5c4,a2a4",False,False,3
D17,Slav Defense: Czech Variation,D,"d2d4,d7d5,c2c4,c7c6,g1f3,g8f6,b1c3,d5c4,a2a4,c8f5",False,False,3
D18,"Slav Defense: Czech Variation, Classical System",D,"d2d4,d7d5,c2c4,c7c6,g1f3,g8f6,b1c3,d5c4,a2a4,c8f5,e2e3",False,False,3
D19,"Slav Defense: Czech Variation, Classical System, Main Line",D,"d2d4,d7d5,c2c4,c7c6,g1f3,g8f6,b1c3,d5c4,a2a4,c8f5,e2e3,e7e6,f1c4,f8b4,e1g1,e8g8,d1e2",False,False,3
D20,Queen's Gambit Accepted,D,"d2d4,d7d5,c2c4,d5c4",False,False,3
D21,"Queen's Gambit Accepted: Alekhine Defense, Borisenko-Furman Variation",D,"d2d4,d7d5,c2c4,d5c4,g1f3,a7a6,e2e4",False,False,3
D22,Queen's Gambit Accepted: Alekhine Defense,D,"d2d4,d7d5,c2c4,d5c4,g1f3,a7a6",False,False,3
D23,Queen's Gambit Accepted,D,"d2d4,d7d5,c2c4,d5c4,g1f3,g8f6",False,False,3
D24,Queen's Gambit Accepted,D,"d2d4,d7d5,c2c4,e7e6,g1f3,g8f6,b1c3,d5c4,e2e4",False,False,3
D25,Queen's Gambit Accepted: Janowski-Larsen Variation,D,"d2d4,d7d5,c2c4,d5c4,g1f3,g8f6,e2e3,c8g4",False,False,3
D26,Queen's Gambit Accepted: Classical Defense,D,"d2d4,d7d5,c2c4,d5c4,g1f3,g8f6,e2e3,e7e6,f1c4,c7c5",False,False,3
D27,"Queen's Gambit Accepted: Classical Defense, Main Line",D,"d2d4,d7d5,c2c4,d5c4,g1f3,g8f6,e2e3,e7e6,f1c4,c7c5,e1g1,a7a6",False,False,3
D28,"Queen's Gambit Accepted: Classical Defense, Alekhine System",D,"d2d4,d7d5,c2c4,d5c4,g1f3,g8f6,e2e3,e7e6,f1c4,c7c5,e1g1,a7a6,d1e2",False,False,3
D29,"Queen's Gambit Accepted: Classical Defense, Alekhine System, Main Line",D,"d2d4,d7d5,c2c4,d5c4,g1f3,g8f6,e2e3,e7e6,f1c4,c7c5,e1g1,a7a6,d1e2,b7b5,c4b3,c8b7",False,False,3
D31,Queen's Gambit Declined: Alapin Variation,D,"d2d4,e7e6,c2c4,b7b6,b1c3,d7d5",False,False,3
D32,Queen's Gambit Declined: Tarrasch Defense,D,"d2d4,d7d5,c2c4,e7e6,b1c3,c7c5,c4d5,e6d5",False,False,3
D33,Tarrasch Defense: Dubov Tarrasch,D,"d2d4,d7d5,c2c4,e7e6,b1c3,c7c5,c4d5,e6d5,g1f3,b8c6,g2g3,g8f6,f1g2,c5d4,f3d4,f8c5",False,False,3
D34,"Queen's Gambit Declined: Tarrasch Defense, Stoltz Variation",D,"d2d4,d7d5,c2c4,e7e6,g1f3,c7c5,c4d5,e6d5,g2g3,b8c6,f1g2,g8f6,e1g1,f8e7,b1c3,e8g8,c1g5,c8e6,a1c1,b7b6",False,False,3
D35,Queen's Gambit Declined: Exchange Variation,D,"d2d4,g8f6,c2c4,e7e6,b1c3,d7d5,c4d5",False,False,3
D36,"Queen's Gambit Declined: Exchange Variation, Reshevsky Variation",D,"d2d4,g8f6,c2c4,e7e6,b1c3,d7d5,c4d5,e6d5,c1g5,c7c6,d1c2",False,False,3
D37,Queen's Gambit Declined: Barmen Variation,D,"d2d4,g8f6,c2c4,e7e6,g1f3,d7d5,b1c3,b8d7",False,False,3
D38,Queen's Gambit Declined: Ragozin Defense,D,"d2d4,g8f6,c2c4,e7e6,g1f3,d7d5,b1c3,f8b4",False,False,3
D39,"Queen's Gambit Declined: Ragozin Defense, Vienna Variation",D,"d2d4,g8f6,c2c4,e7e6,g1f3,d7d5,b1c3,f8b4,c1g5,d5c4",False,False,3
D40,Queen's Gambit Declined: Semi-Tarrasch Defense,D,"d2d4,g8f6,c2c4,e7e6,g1f3,d7d5,b1c3,c7c5",False,False,3
D41,Queen's Gambit Declined: Semi-Tarrasch Defense,D,"c2c4,c7c5,g1f3,g8f6,b1c3,b8c6,g2g3,d7d5,d2d4,e7e6",False,False,3
D42,"Queen's Gambit Declined: Semi-Tarrasch Defense, Main Line",D,"d2d4,g8f6,c2c4,e7e6,g1f3,d7d5,b1c3,c7c5,c4d5,f6d5,e2e3,b8c6,f1d3",False,False,3
